LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,DebtToIncomeRatio,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance,CreditScore
2312.39,64036.88,5591.41,15,4,15,1635.19,30.64,98,1,127.83,141.94,549.37,739
2197.17,64036.88,5591.41,15,4,15,1635.19,30.64,99,1,127.83,267.17,434.15,692
2003.2,9783.25,908.27,29,8,16,1684.06,206.56,225,1,52.84,31.69,266.3,432
1980.24,9783.25,908.27,29,8,17,1684.06,206.56,227,1,52.84,84.65,243.34,499
1309.17,86522.72,7098.23,13,1,10,455.22,6.31,332,1,45.26,95.86,808.69,800
1275.2,86522.72,7098.23,13,1,9,455.22,6.31,333,1,45.26,139.84,774.72,765
1252.91,86522.72,7098.23,13,1,10,455.22,6.31,336,0,45.26,182.13,752.43,782
1857.33,124419.66,10221.31,11,4,9,923.85,8.91,383,0,344.18,338.65,589.3,660
1736.53,124419.66,10221.31,11,4,8,923.85,8.91,385,0,344.18,489.45,468.5,799
1765.65,124419.66,10221.31,11,4,8,923.85,8.91,386,0,344.18,460.33,497.62,559
605.31,15606.52,1234.54,6,4,1,257.85,19.83,398,0,35.63,35.99,311.83,478
598.13,15606.52,1234.54,6,4,1,257.85,19.83,401,0,35.63,33.17,304.65,514
3219.04,28230.92,2184.58,32,7,16,2989.13,127.06,83,1,132.48,278.54,97.43,802
3291.57,28230.92,2184.58,32,7,16,2989.13,127.06,85,1,132.48,186.02,169.96,804
3282.84,28230.92,2184.58,32,7,16,2989.13,127.06,86,1,132.48,194.74,161.23,765
3366.68,28230.92,2184.58,32,7,16,2989.13,127.06,89,0,132.48,90.91,245.07,644
1186.64,11970.96,1169.58,7,2,8,889.62,89.18,312,0,14.89,109.94,282.13,740
1236.59,11970.96,1169.58,7,2,8,889.62,89.18,313,0,14.89,49.99,332.08,646
2281.04,112362.76,9279.56,5,4,20,1358.65,14.51,280,0,236.28,255.57,686.11,818
2322.38,112362.76,9279.56,5,4,20,1358.65,14.51,283,0,236.28,204.23,727.45,305
2406.65,112362.76,9279.56,5,4,20,1358.65,14.51,285,0,236.28,119.96,811.72,689
1719.17,33335.24,3059.94,8,1,7,1226.23,44.14,257,0,21.54,53.06,471.4,800
1738.24,32314.44,2805.87,5,3,10,1339.6,49.75,261,0,80.21,151.94,318.43,594
1733.34,32314.44,2805.87,5,3,12,1339.6,49.75,263,0,80.21,176.84,313.53,624
1794.99,32314.44,2805.87,5,3,11,1339.6,49.75,264,0,80.21,95.19,375.18,573
1882.24,32314.44,2681.17,5,3,9,1339.6,49.75,266,0,204.92,112.66,337.72,561
607.53,19078.93,1304.91,20,0,14,265.86,16.72,223,1,0,78.82,341.67,795
5103.98,83703.52,6955.29,27,8,20,4525.08,64.87,129,1,363.24,386.63,215.66,324
2123.04,99127.04,8217.59,10,4,19,1126.35,13.64,315,1,245.99,65.07,750.7,632
2084.52,99127.04,8217.59,10,4,19,1126.35,13.64,320,1,245.99,103.59,712.18,798
2369.86,10405.01,694.08,30,5,15,2086.22,240.60,177,1,33.6,45.77,250.04,348
2417.92,10405.01,694.08,30,5,15,2086.22,240.60,179,1,33.6,27.7,298.1,360
2410.17,10405.01,694.08,30,5,15,2086.22,240.60,180,1,33.6,25.45,290.35,391
2366.96,10405.01,694.08,30,5,15,2086.22,240.60,181,1,33.6,78.66,247.14,302
1595.86,135895.96,11304.66,6,0,17,429.77,3.79,222,0,0,204.37,1166.09,545
1755.54,29608.46,2625.37,31,7,15,1286.07,52.12,178,1,141.76,43.07,327.71,708
62883.92,29608.46,2625.37,31,7,16,1286.07,52.12,179,1,61297,79.93,300.85,381
1714.72,29608.46,2625.37,31,7,15,1286.07,52.12,183,1,141.76,123.89,286.89,493
2978.71,29999.94,2768,15,5,21,2593.23,103.73,195,1,101.65,171.33,283.83,377
3072.62,29999.94,2768,15,5,20,2593.23,103.73,196,1,101.65,47.41,377.74,455
2974.1,29999.94,2768,15,5,21,2593.23,103.73,200,1,101.65,185.93,279.22,429
2815.17,52972.5,4600.38,32,3,24,2196.59,49.76,103,1,112.7,121.46,505.88,434
2425.21,52972.5,4600.38,32,3,24,2196.59,49.76,105,1,112.7,521.42,115.92,508
2681.93,52972.5,4600.38,32,3,24,2196.59,49.76,106,1,112.7,234.71,372.64,687
1867.94,113781.39,9549.78,1,0,7,1030.2,10.87,183,0,0,397.24,837.74,434
1517.1,113781.39,9549.78,1,0,7,1030.2,10.87,187,0,0,758.08,486.9,325
1841.18,113781.39,9549.78,1,0,7,1030.2,10.87,188,0,0,424,810.98,413
2422.69,15746.63,1122.22,18,5,13,2098.83,159.95,138,1,44.04,68.36,279.82,311
2398.43,15746.63,1122.22,18,5,13,2098.83,159.95,139,1,44.04,102.62,255.56,303
22716.95,15746.63,1122.22,18,5,10,2098.83,159.95,141,0,20325,35.06,293.12,305
2371.76,15746.63,1122.22,18,5,12,2098.83,159.95,143,1,44.04,129.29,228.89,464
1414.54,97961.96,8205.5,6,0,12,750.95,9.20,338,0,0,436.96,663.59,434
590.75,31895.07,2488.92,2,4,7,220.33,8.29,261,0,60.32,138.47,310.1,483
564.66,31895.07,2488.92,2,4,9,220.33,8.29,262,0,60.32,164.56,284.01,445
641.3,31895.07,2488.92,2,4,8,220.33,8.29,265,0,60.32,97.92,360.65,387
1182.17,30922.28,2494.86,12,2,1,957.53,37.16,258,0,30.34,314.85,194.3,348
1387.45,30922.28,2494.86,12,2,1,957.53,37.16,260,0,30.34,69.57,399.58,307
1086.93,25530.33,2137.53,19,0,13,761.18,35.78,378,1,0,178,325.75,807
1049.14,25530.33,2137.53,19,0,13,761.18,35.78,384,1,0,205.79,287.96,679
1258.71,110786.64,9299.22,5,3,15,226.7,2.46,293,0,209.31,137.91,822.7,719
630.54,39696.98,3211.08,10,1,3,133.3,4.03,255,0,31.91,73.87,465.33,437
648.17,39696.98,3211.08,10,1,3,133.3,4.03,257,0,31.91,56.25,482.96,675
666.89,39696.98,3211.08,10,1,3,133.3,4.03,258,0,31.91,37.52,501.68,386
500.44,39696.98,3211.08,10,1,3,133.3,4.03,261,0,31.91,223.97,335.23,420
495.33,39696.98,3211.08,10,1,3,133.3,4.03,262,0,31.91,239.08,330.12,323
1364.34,13074.4,1356.53,8,1,14,1048.26,96.21,364,0,9.18,99.58,306.9,797
1346.08,13074.4,1356.53,8,1,13,1048.26,96.21,366,0,9.18,127.84,288.64,598
509.13,76087.68,6155.64,9,4,3478,50.22,0.79,262,1,232.07,436.66,226.84,756
733.79,76087.68,6155.64,9,4,10,50.22,0.79,263,1,232.07,182,451.5,758
3506.61,51824.94,4417.75,26,8,2420,2958.02,68.49,87,1,257.66,183.18,290.93,429
378.44,11431.78,930.65,16,4,15,117.57,12.34,202,0,29.49,122.2,231.38,641
408.44,11431.78,930.65,16,4,15,117.57,12.34,203,0,29.49,92.2,261.38,777
1691.85,14224.66,1395.39,13,1,9,1343.01,113.30,395,0,7.64,60.7,341.2,800
5208.47,14224.66,1395.39,13,1,9,1343.01,113.30,397,0,3510,66.43,355.46,687
1189.2,142170.12,11584.51,8,2,1,282.56,2.38,293,0,183.76,511.81,722.88,605
1474.91,142170.12,11584.51,8,2,1,282.56,2.38,294,0,183.76,216.1,1008.59,548
948.1,142170.12,11584.51,8,2,1,282.56,2.38,295,0,183.76,772.92,481.78,535
866.89,142170.12,11584.51,8,2,1,282.56,2.38,297,0,183.76,864.13,400.57,601
1435.12,142170.12,11584.51,8,2,1,282.56,2.38,298,0,183.76,245.89,968.8,559
1744.75,19951.77,1592.65,12,2,6,1463.07,88.00,393,0,28.21,167.58,253.47,553
1736.49,19951.77,1592.65,12,2,6,1463.07,88.00,399,0,28.21,175.84,245.21,545
2139.59,94454.1,8102.18,5,3,7,1342.61,17.06,359,0,152.51,263.24,644.47,581
1655.97,27063.43,2455.29,12,4,12,1205.36,53.45,269,0,74.74,84.92,375.87,704
2868.84,36980.1,3352.68,29,6,16,2403.26,77.99,210,1,174.09,139.69,291.49,369
1298.31,96582.24,7886.52,13,1,13,482.88,6.00,307,1,72.46,223.22,742.97,632
1367.11,96582.24,7886.52,13,1,15,482.88,6.00,309,1,72.46,154.42,811.77,775
1381.66,96582.24,7886.52,13,1,16,482.88,6.00,310,1,72.46,129.87,826.32,756
3210.45,7821.24,468.77,29,6,17,2924.76,448.74,120,1,19.73,41.19,265.96,697
3212.07,7821.24,468.77,29,6,14,2924.76,448.74,124,1,19.73,49.56,267.58,461
2489.51,30972.54,2431.05,16,2,13,2203.46,85.37,168,1,35.63,227.05,250.42,338
2644.19,30972.54,2431.05,16,2,15,2203.46,85.37,171,1,35.63,42.37,405.1,431
2843.85,7709.63,625.47,31,6,18,2518.98,392.08,104,1,24.41,17.68,300.46,323
1341.58,34547.54,2994.96,5,1,11,939.31,32.63,268,0,27.76,157.22,374.51,669
1406.59,34547.54,2994.96,5,1,13,939.31,32.63,272,0,27.76,72.21,439.52,685
2183.46,173196.32,14258.03,9,1,5,967.23,6.70,342,0,107.81,459.58,1108.42,623
2359.34,173196.32,14258.03,9,1,5,967.23,6.70,343,0,107.81,283.69,1284.3,595
2494.36,173196.32,14258.03,9,1,5,967.23,6.70,344,0,107.81,138.67,1419.32,585
2284.95,173196.32,14258.03,9,1,5,967.23,6.70,345,0,107.81,368.08,1209.91,588
2104.76,173196.32,14258.03,9,1,5,967.23,6.70,347,0,107.81,548.27,1029.72,600
4549.26,20354.85,1403.24,30,7,24,4288.63,252.83,26,1,80.22,169.69,180.41,710
4647.06,14089102,1403.24,30,7,24,4288.63,0.37,27,0,80.22,61.9,278.21,832
4642.51,20354.85,1403.24,30,7,24,4288.63,252.83,29,0,80.22,76.45,273.66,668
4632.68,20354.85,1403.24,30,7,21,4288.63,252.83,30,1,80.22,66.28,263.83,747
4587.69,20354.85,1403.24,30,7,24,4288.63,252.83,33,1,80.22,131.27,218.84,773
1855.66,8882.47,555.21,19,7,15,1580.91,213.58,230,1,27.53,70.77,247.22,399
1883.78,8882.47,555.21,19,7,13,1580.91,213.58,234,0,27.53,12.65,275.34,674
2820.54,34128.92,2740.08,31,6,22,2626.28,92.34,66,1,118.07,369.76,76.19,396
3030.33,34128.92,2740.08,31,6,20,2626.28,92.34,70,1,118.07,129.96,285.98,310
3105.57,34128.92,2740.08,31,6,22,2626.28,92.34,71,0,118.07,54.72,361.22,435
2989.52,34128.92,2740.08,31,6,19,2626.28,92.34,72,1,118.07,170.78,245.17,476
1504.94,29042.45,2252.2,5,1,16,1092.55,45.14,284,1,16.76,52.83,395.63,736
1474.35,29042.45,2252.2,5,1,16,1092.55,45.14,286,1,16.76,133.42,365.04,652
49492.72,29042.45,2252.2,5,1,18,1092.55,45.14,287,0,48173,271.29,227.17,778
5409.97,74733.44,5933.79,19,5,20,4685.34,75.23,33,0,195.54,118.75,529.09,385
6024.37,74733.44,5229.15,19,5,20,4685.34,75.23,38,1,900.17,218.98,438.86,543
6067.56,74733.44,5229.15,19,5,20,4685.34,75.23,39,1,900.17,165.79,482.05,626
2541.59,8681.77,647.48,23,7,24,2216.25,306.33,172,1,28.44,19.41,296.9,382
2503.25,8681.77,647.48,23,7,21,2216.25,306.33,179,1,28.44,57.74,258.56,641
1954.89,10034.55,719.21,28,6,9,1669.84,199.69,115,0,41.08,66.86,243.97,412
1954.42,10034.55,719.21,28,6,9,1669.84,199.69,118,0,41.08,47.34,243.5,832
826.06,38175.39,3287.28,7,3,8,315.36,9.91,335,0,69.06,68.04,441.64,543
801.74,38175.39,3287.28,7,3,7,315.36,9.91,338,0,69.06,122.35,417.32,570
793.6,38175.39,3287.28,7,3,8,315.36,9.91,339,0,69.06,110.5,409.18,585
614.27,38175.39,3287.28,7,3,8,315.36,9.91,340,0,69.06,309.82,229.85,691
1947.38,116594.91,9836.24,10,2,1,1124.02,11.57,351,0,171.08,410.27,652.28,499
531.15,24894.05,2371.5,8,0,10,86.43,4.17,397,0,0,32.43,444.72,824
2517.68,39399.9,3487.33,17,2,19,2206.86,67.21,137,1,43.17,317.91,267.65,491
2728.23,39399.9,3487.33,17,2,18,2206.86,67.21,140,1,43.17,87.36,478.2,490
2722.13,39399.9,3487.33,17,2,18,2206.86,67.21,144,1,43.17,73.46,472.1,335
2220.36,142113.96,11903.83,17,3,12,1037.68,8.76,267,1,224.12,247.7,958.56,766
2281.15,142113.96,11903.83,17,3,14,1037.68,8.76,268,1,224.12,186.91,1019.35,705
2174.31,142113.96,11903.83,17,3,12,1037.68,8.76,269,1,224.12,303.76,912.51,631
1781.76,142113.96,11903.83,17,3,12,1037.68,8.76,271,0,224.12,716.3,519.96,759
2363.9,142113.96,11903.83,17,3,12,1037.68,8.76,274,1,224.12,104.16,1102.1,693
1896.86,65299.38,5305.62,8,2,0,1177.38,21.64,317,0,77.01,61.08,642.47,487
1643.86,33200.52,2755.71,20,2,15,1290.73,46.65,210,0,28.06,182.44,325.07,680
1779.51,33200.52,2755.71,20,2,16,1290.73,46.65,215,0,28.06,36.79,460.72,662
5570.34,82289.36,6951.45,22,5,17,4736.25,69.07,107,1,240.75,101.05,593.34,672
4997.83,82289.36,6951.45,22,5,18,4736.25,69.07,111,1,240.75,723.56,20.83,301
5198.29,82289.36,6951.45,22,5,16,4736.25,69.07,113,0,240.75,513.1,221.29,334
5523.89,82289.36,6951.45,22,5,16,4736.25,69.07,114,1,240.75,187.5,546.89,454
2331.11,7792.48,573.37,16,7,18,2041.74,314.42,178,1,42.1,17.96,247.27,408
2324.59,7792.48,573.37,16,7,15,2041.74,314.42,180,1,42.1,64.49,240.75,439
1349.01,65778.22,5561.52,11,4,16,705.44,12.87,199,0,172.53,162.58,471.04,813
905.45,12016,729.33,14,3,10,583.27,58.25,364,1,20.74,40.75,301.44,828
888.68,12016,729.33,14,3,10,583.27,58.25,366,1,20.74,47.52,284.67,643
1373.56,19180.87,1688.41,18,4,17,1127.57,70.54,296,0,57.36,212.85,188.63,677
1448.42,19180.87,1688.41,18,4,17,1127.57,70.54,302,0,57.36,107.98,263.49,779
1141.54,60552.76,4950.06,12,3,11,463.07,9.18,225,0,111.73,66.54,566.74,445
954.54,60552.76,4950.06,12,3,11,463.07,9.18,227,0,111.73,273.54,379.74,323
1129.78,60552.76,4950.06,12,3,11,463.07,9.18,231,0,111.73,78.3,554.98,369
1624.88,44386.47,3703.87,26,9,25,1275.46,34.48,112,1,298.85,310.96,50.57,452
2786.7,9141.63,797.8,33,5,17,2506.45,329.02,194,1,27.8,79.53,252.45,495
2773.72,9141.63,797.8,33,5,14,2506.45,329.02,197,1,27.8,102.51,239.47,336
2802.94,9141.63,797.8,33,5,19,2506.45,329.02,200,1,27.8,53.29,268.69,446
5846.29,11245.11,1173.09,11,0,10,169.86,18.13,280,1,5328,38.88,348.43,820
1565.07,98197.74,8005.15,6,3,7,627.5,7.67,293,0,138.54,102.94,799.03,825
1612.99,98197.74,8005.15,6,3,7,627.5,7.67,295,0,138.54,55.02,846.95,796
1379.07,98197.74,8005.15,6,3,8,627.5,7.67,296,0,138.54,308.94,613.03,726
1412.63,98197.74,8005.15,6,3,8,627.5,7.67,300,0,138.54,265.38,646.59,787
1133.29,30197.28,2594.44,14,4,11,811.08,32.23,127,1,57.08,227.23,265.13,839
1288.5,30197.28,2594.44,14,4,13,811.08,32.23,129,1,57.08,32.03,420.34,842
1211.94,30197.28,2594.44,14,4,13,811.08,32.23,130,1,57.08,108.58,343.78,696
1266.74,30197.28,2594.44,14,4,13,811.08,32.23,133,1,57.08,63.78,398.58,830
1228.56,31633.54,2930.13,8,3,8,846.45,32.11,260,0,50.77,200.9,331.34,361
1255.46,31633.54,2930.13,8,3,5,846.45,32.11,265,0,50.77,174,358.24,304
1143.7,31633.54,2930.13,8,3,6,846.45,32.11,266,0,50.77,275.76,246.48,414
1262.83,31633.54,2930.13,8,3,7,846.45,32.11,267,0,50.77,136.64,365.61,343
1754.65,19623.18,1806.27,26,2,14,1369.54,83.75,94,1,19.76,35.52,365.35,710
1705.02,19623.18,1806.27,26,2,14,1369.54,83.75,97,1,19.76,105.15,315.72,392
2525.5,10007.82,757.98,8,7,8,2195.63,263.27,235,1,55.95,35.93,273.92,832
2488.23,10007.82,757.98,8,7,8,2195.63,263.27,239,0,55.95,53.2,236.65,796
2487.7,10007.82,757.98,8,7,11,2195.63,263.27,240,1,55.95,43.72,236.12,730
2499.73,10007.82,757.98,8,7,6,2195.63,263.27,242,1,55.95,61.7,248.15,844
1175.92,121688.04,10006.67,12,4,15,54.68,0.54,313,0,288.67,119.43,832.57,752
679.14,31069.32,2361.11,12,2,2,343.6,13.27,228,0,34.17,190.57,301.37,567
764.32,31069.32,2361.11,12,2,2,343.6,13.27,230,0,34.17,65.4,386.55,743
794.97,31069.32,2361.11,12,2,2,343.6,13.27,231,0,34.17,34.74,417.2,562
1364.89,72241.02,5751.09,4,1,12,843.44,14.01,353,0,39.81,313.66,481.64,591
1832.15,7612.73,928.39,16,6,24,1514.74,238.77,101,1,27.52,65.43,289.89,764
1828.15,7612.73,928.39,16,6,25,1514.74,238.77,102,1,27.52,29.43,285.89,438
1819.04,7612.73,928.39,16,6,25,1514.74,238.77,108,1,27.52,38.54,276.78,760
880.04,16953.99,1684.83,4,2,2,554.48,39.25,328,0,18.29,132.93,307.27,345
919.66,16953.99,1684.83,4,2,4,554.48,39.25,329,0,18.29,53.31,346.89,407
847.19,16953.99,1684.83,4,2,4,554.48,39.25,331,0,18.29,155.78,274.42,464
935.1,125508.36,10559.03,5,4,8,505.14,4.83,392,0,305.3,905.94,124.66,317
1712.42,125508.36,10559.03,5,4,8,505.14,4.83,394,0,305.3,88.62,901.98,443
1578.84,125508.36,10559.03,5,4,8,505.14,4.83,398,0,305.3,222.2,768.4,461
2635.66,7495.31,533.61,28,4,14,2354.21,376.91,76,1,16.16,21.92,265.29,389
927.84,35133.49,2883.79,8,3,12,586.6,20.04,343,1,45.89,237.14,295.35,714
985.67,35133.49,2883.79,8,3,10,586.6,20.04,346,1,45.89,169.31,353.18,765
1701.84,16866.5,1615.54,19,1,12,1385.89,98.60,341,0,8.54,105.6,307.41,778
1691.41,16866.5,1615.54,19,1,12,1385.89,98.60,342,0,8.54,146.04,296.98,838
415.15,18969.19,1849.77,8,0,9,54.82,3.47,282,0,0,74.65,360.33,475
3608.05,51113.85,4356.49,30,9,25,3164.78,74.30,7,1,214.84,272.37,228.43,788
2332.59,18784.88,1371.41,26,7,20,2076.13,132.63,219,1,108.03,170.67,148.43,316
2365.51,18784.88,1371.41,26,7,19,2076.13,132.63,221,1,108.03,127.75,181.35,415
1942.66,49889.38,4359.45,8,0,17,1450.37,34.89,334,0,0,223.66,492.29,616
2029.18,49889.38,4359.45,8,0,15,1450.37,34.89,335,0,0,97.14,578.81,817
496.02,29233.34,2637.11,17,3,13,96.31,3.95,113,1,50.71,154,349,840
423.23,29233.34,2637.11,17,3,13,96.31,3.95,114,1,50.71,206.79,276.21,736
1704.65,20742.46,1801.54,8,5,19,1319.87,76.36,194,1,60.07,85.38,324.71,697
4620.04,55719.18,4689.27,18,5,20,4090.5,88.10,163,1,130.47,199.39,399.07,302
4755.46,55719.18,4689.27,18,5,20,4090.5,88.10,166,1,130.47,53.97,534.49,342
4278.19,55719.18,4689.27,18,5,22,4090.5,88.10,167,1,130.47,571.24,57.22,492
4806.77,55558.71,4336.89,32,7,17,4196.17,90.63,161,1,210.19,73.09,400.41,782
4493.64,55558.71,4336.89,32,7,18,4196.17,90.63,166,1,210.19,416.22,87.28,656
2053.97,33447.42,2859.29,13,3,10,1571.52,56.38,150,1,60.51,63.47,421.94,445
478.15,34841.87,3025.49,1,2,2,142.05,4.89,367,0,33.37,236.45,302.73,764
541.12,34841.87,3025.49,1,2,1,142.05,4.89,369,0,33.37,183.48,365.7,833
2998.02,17655.43,1530.29,34,6,25,2725.14,185.22,102,1,82.65,170.14,190.23,335
3041.61,17655.43,1530.29,34,6,25,2725.14,185.22,103,1,82.65,126.55,233.82,507
2993.82,17655.43,1530.29,34,6,25,2725.14,185.22,104,1,82.65,174.35,186.03,380
2381.61,7103.04,725.92,28,6,11,2114.92,357.30,152,1,30.31,95.91,236.38,304
2436.14,7103.04,725.92,28,6,14,2114.92,357.30,154,0,30.31,31.37,290.91,317
2410.28,7103.04,725.92,28,6,11,2114.92,357.30,156,1,30.31,67.24,265.05,516
2429.77,7103.04,725.92,28,6,11,2114.92,357.30,158,1,30.31,47.75,284.54,456
463.33,63101.14,5246.43,3,4,8,64.53,1.23,199,0,170.54,395.84,228.26,741
567.77,63101.14,5246.43,3,4,9,64.53,1.23,200,0,170.54,291.4,332.7,800
1924.22,33453.08,2658.76,23,2,5,1498.09,53.74,148,1,30.76,119.75,395.37,829
1724.89,33453.08,2658.76,23,2,8,1498.09,53.74,149,1,30.76,329.08,196.04,451
742.95,83845.7,6958.14,4,2,8,49.6,0.71,300,0,107.38,282.46,585.97,603
614.55,83845.7,6958.14,4,2,8,49.6,0.71,302,0,107.38,400.86,457.57,561
697.38,83845.7,6958.14,4,2,8,49.6,0.71,306,0,107.38,328.03,540.4,567
1944.35,108415,8848.58,16,1,18,1075.84,11.91,326,1,76.86,286.35,791.65,807
1875.66,108415,8848.58,16,1,17,1075.84,11.91,327,1,76.86,335.04,722.96,703
1409.5,32663.41,2879.95,3,4,6,1067.3,39.21,197,0,55.41,235.79,286.79,850
3737.39,17850.56,1391.55,18,9,20,3380.69,227.27,92,1,127.22,22.45,229.48,359
3668.78,17850.56,1391.55,18,9,20,3380.69,227.27,94,1,127.22,131.06,160.87,468
3627.91,17850.56,1391.55,18,9,21,3380.69,227.27,97,1,127.22,181.93,120,336
2607.54,15713.83,1313.49,23,2,11,2271.53,173.47,125,1,20.31,85.34,315.7,498
2619.96,15713.83,1313.49,23,2,12,2271.53,173.47,126,1,20.31,32.92,328.12,309
4594.31,62050.89,5386.91,22,7,24,4293.32,83.03,71,1,286.96,527.7,14.03,825
4962.93,62050.89,5386.91,22,7,23,4293.32,83.03,72,0,286.96,119.08,382.65,307
4683.83,18744.4,1410.03,29,9,23,4432.68,283.78,72,1,139.94,179.86,111.21,821
4687.09,18744.4,1410.03,29,9,22,4432.68,283.78,73,1,139.94,176.59,114.47,804
1074.17,12070.85,1088.9,8,4,12,759.86,75.54,345,0,31.35,64.58,282.96,846
1000.81,38539.57,3438.63,3,1,1,526.62,16.40,361,0,22.68,119.67,451.51,561
1000.83,38539.57,3438.63,3,1,2,526.62,16.40,362,0,22.68,119.65,451.53,575
1334.62,48411.24,4306.27,3,4,10,821.27,20.36,219,0,82.22,167.27,431.13,551
1434.89,48411.24,4306.27,3,4,12,821.27,20.36,220,0,82.22,57.01,531.4,547
1348.97,48411.24,4306.27,3,4,14,821.27,20.36,222,0,82.22,152.92,445.48,826
1205.39,48411.24,4306.27,3,4,11,821.27,20.36,226,0,82.22,326.51,301.9,608
1924.98,30232.28,2342.36,4,4,1,1483.59,58.89,379,0,98.47,32.84,342.92,570
3467.04,33314.96,2955.25,18,7,25,3271.84,117.85,5,1,98.19,390.32,97.01,402
2543.03,7599.04,898.25,27,6,23,2198.82,347.23,210,1,29.4,25.62,314.81,306
2468.72,7599.04,898.25,27,6,20,2198.82,347.23,211,1,29.4,109.93,240.5,477
2522.36,7599.04,898.25,27,6,21,2198.82,347.23,213,1,29.4,16.29,294.14,502
2525.21,7599.04,898.25,27,6,20,2198.82,347.23,214,1,29.4,23.44,296.99,374
910.32,97640.4,8034.7,6,4,11,80.5,0.99,134,0,259.81,223.66,570.01,341
3130.17,75881.16,6535.43,16,6,19,2321.23,36.71,122,1,232.38,94.6,576.56,425
2921.27,75881.16,6535.43,16,6,19,2321.23,36.71,123,1,232.38,333.5,367.66,466
3086.66,75881.16,6535.43,16,6,22,2321.23,36.71,124,1,232.38,128.11,533.05,439
2992.75,75881.16,6535.43,16,6,22,2321.23,36.71,128,1,232.38,262.02,439.14,339
993.92,36490.98,2828.92,8,4,19,581.05,19.11,146,0,92.35,130.02,320.52,734
1061.05,36490.98,2828.92,8,4,19,581.05,19.11,148,1,92.35,72.89,387.65,743
824.41,30743.6,2557.97,5,1,13,401.53,15.67,90,1,20.42,82.91,402.46,722
871.39,30743.6,2557.97,5,1,13,401.53,15.67,93,1,20.42,35.93,449.44,741
843.63,30743.6,2557.97,5,1,16,401.53,15.67,94,1,20.42,53.69,421.68,777
1544.52,177150.4,14710.53,6,4,11,429.86,2.91,258,0,472.28,606.39,642.38,804
1984.52,177150.4,14710.53,6,4,11,429.86,2.91,260,0,472.28,156.39,1082.38,775
1165.33,110264,9225.67,19,7,14,642.65,6.99,157,0,364.29,669.89,158.39,798
670.61,151722.56,12352.55,2,2,3,218.25,1.73,258,0,164.95,1072.89,287.41,552
1572.09,151722.56,12352.55,2,2,3,218.25,1.73,260,0,164.95,121.41,1188.89,805
933.41,62316.63,4895.05,7,2,11,417.27,8.04,316,0,82.73,243.36,433.41,653
1678.26,19310.62,1630.22,34,5,8,1306.08,81.16,118,1,71.37,80.85,300.81,387
1823.02,19310.62,1463.09,34,5,9,1306.08,81.16,119,1,238.49,103.21,278.45,797
1911.2,96275.84,8101.99,19,1,18,999.36,12.46,314,1,64.96,148.36,846.88,797
1491.31,96275.84,8101.99,19,1,18,999.36,12.46,317,1,64.96,598.25,426.99,658
1782.12,96275.84,8101.99,19,1,18,999.36,12.46,318,0,64.96,287.44,717.8,804
1899.33,96275.84,8101.99,19,1,18,999.36,12.46,320,1,64.96,160.23,835.01,351
2297.08,80591.2,6453.93,32,2,8,2024.84,30.15,159,1,97.9,653.15,174.34,364
2726.88,80591.2,6453.93,32,2,8,2024.84,30.15,162,1,97.9,193.36,604.14,434
2336.46,80591.2,6453.93,32,2,8,2024.84,30.15,163,1,97.9,613.78,213.72,487
576.68,73434.92,5849.58,5,4,3,192.45,3.14,192,0,214.43,470.73,169.8,637
3086.27,53916.84,4735.07,28,8,21,2560.45,56.99,54,1,300.23,207.69,225.59,399
3072.65,53916.84,4735.07,28,8,21,2560.45,56.99,55,1,300.23,231.3,211.97,500
3198.74,53916.84,4735.07,28,8,22,2560.45,56.99,59,1,300.23,75.21,338.06,319
3187.25,53916.84,4735.07,28,8,21,2560.45,56.99,60,0,300.23,96.7,326.57,473
2044.5,53071.47,4656.62,21,8,19,1740.38,39.35,225,1,208.48,451.54,95.64,398
69643.25,53071.47,4656.62,21,8,19,1740.38,39.35,226,1,67482,76.31,420.87,831
2283.72,53071.47,4656.62,21,8,19,1740.38,39.35,228,1,208.48,182.32,334.86,336
2355.72,53071.47,4656.62,21,8,19,1740.38,39.35,229,1,208.48,120.32,406.86,773
2780.14,69692.16,6034.68,32,7,21,2128.87,36.66,160,1,395.88,222.2,255.39,371
1898.12,15735.68,1043.31,7,2,11,1574.91,120.10,108,1,21.36,51.12,301.85,729
1868.16,15735.68,1043.31,7,2,13,1574.91,120.10,109,1,21.36,101.08,271.89,741
1896.62,15735.68,1043.31,7,2,12,1574.91,120.10,112,1,21.36,32.62,300.35,715
1916.75,15735.68,1043.31,7,2,9,1574.91,120.10,113,0,21.36,12.49,320.48,833
4513.9,20502.64,1588.55,28,8,16,4182.21,244.78,20,1,87.46,117.16,244.23,756
4511.8,20502.64,1588.55,28,8,16,4182.21,244.78,21,1,87.46,119.27,242.13,759
4547.09,20502.64,1588.55,28,8,19,4182.21,244.78,22,1,87.46,63.97,277.42,648
1763.43,19758.84,1901.57,32,8,24,1352.88,82.16,178,1,71.69,39.6,338.86,336
688.81,10352.75,861.73,6,7,17,343.41,39.81,61,1,36.63,30.77,308.77,658
616.74,10352.75,861.73,6,7,17,343.41,39.81,63,1,36.63,102.84,236.7,744
